title,price,category,rating,availability,description_len,has_desc,n_reviews,title_len,url
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,Default,3,14,1172,1,0,43,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
Carrie,46.23,Default,2,14,271,1,0,6,https://books.toscrape.com/catalogue/carrie_671/index.html
Angels & Demons (Robert Langdon #1),51.48,Default,3,14,1616,1,0,35,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
"The Three Searches, Meaning, and the Story",13.33,Default,3,13,1308,1,0,42,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
Raspberry Pi Electronics Projects for the Evil Genius,49.67,Default,4,12,1764,1,0,53,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,Default,5,12,1540,1,0,54,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
Eleanor & Park,56.51,Default,5,12,1031,1,0,14,https://books.toscrape.com/catalogue/eleanor-park_616/index.html
Troublemaker: Surviving Hollywood and Scientology,48.39,Default,2,11,2484,1,0,49,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
Adultery,20.88,Default,5,11,333,1,0,8,https://books.toscrape.com/catalogue/adultery_586/index.html
Unlimited Intuition Now,58.87,Default,4,9,1378,1,0,23,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html
Underlying Notes,11.82,Default,2,9,246,1,0,16,https://books.toscrape.com/catalogue/underlying-notes_577/index.html
The New Brand You: Your New Image Makes the Sale for You,44.05,Default,5,9,1477,1,0,56,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
The Flowers Lied,16.68,Default,2,9,1351,1,0,16,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,Default,4,9,1516,1,0,133,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
Modern Day Fables,47.44,Default,2,9,2476,1,0,17,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,Default,5,8,1826,1,0,53,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
The Martian (The Martian #1),41.39,Default,2,8,1889,1,0,28,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html
Left Behind (Left Behind #1),40.72,Default,2,8,303,1,0,28,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
John Vassos: Industrial Design for Modern Life,20.22,Default,4,8,2354,1,0,46,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
I'll Give You the Sun,56.48,Default,1,8,1433,1,0,21,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,Default,2,8,2026,1,0,82,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
Ender's Game (The Ender Quintet #1),43.64,Default,1,8,1867,1,0,35,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
Death by Leisure: A Cautionary Tale,37.51,Default,4,8,1511,1,0,35,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
Wildlife of New York: A Five-Borough Coloring Book,22.14,Default,2,7,1456,1,0,50,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,Default,1,7,2256,1,0,98,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
The Great Gatsby,36.05,Default,4,7,942,1,0,16,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
The Good Girl,49.03,Default,3,7,1334,1,0,13,https://books.toscrape.com/catalogue/the-good-girl_497/index.html
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,Default,4,7,854,1,0,76,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,Default,2,7,791,1,0,68,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
Life of Pi,13.22,Default,4,7,343,1,0,10,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
The Sound Of Love,57.84,Default,5,6,2702,1,0,17,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
The Perks of Being a Wallflower,55.02,Default,3,6,1266,1,0,31,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
The Makings of a Fatherless Child,31.58,Default,2,6,983,1,0,33,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
The Hobbit (Middle-Earth Universe),17.8,Default,5,6,1244,1,0,34,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
The Fellowship of the Ring (The Lord of the Rings #1),10.27,Default,2,6,308,1,0,53,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,Default,3,6,363,1,0,63,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
Musicophilia: Tales of Music and the Brain,46.58,Default,1,6,1471,1,0,42,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,Default,4,5,1965,1,0,69,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
The Fault in Our Stars,47.22,Default,1,5,931,1,0,22,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html
The Dream Thieves (The Raven Cycle #2),34.5,Default,1,5,1312,1,0,38,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html
The 5th Wave (The 5th Wave #1),11.83,Default,2,5,1108,1,0,30,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html
Shiver (The Wolves of Mercy Falls #1),16.23,Default,5,5,978,1,0,37,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html
Remember Me?,11.48,Default,3,5,1753,1,0,12,https://books.toscrape.com/catalogue/remember-me_391/index.html
If I Stay (If I Stay #1),38.13,Default,5,5,1089,1,0,24,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,Default,2,5,1123,1,0,65,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,Default,1,5,285,1,0,54,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html
Fool Me Once,16.96,Default,1,5,1308,1,0,12,https://books.toscrape.com/catalogue/fool-me-once_374/index.html
Drama,38.7,Default,2,5,1002,1,0,5,https://books.toscrape.com/catalogue/drama_371/index.html
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,Default,5,5,864,1,0,41,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html
Alight (The Generations Trilogy #2),58.59,Default,4,5,1057,1,0,35,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html
Vogue Colors A to Z: A Fashion Coloring Book,52.35,Default,4,4,1185,1,0,44,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html
The Shining (The Shining #1),27.88,Default,3,4,970,1,0,28,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html
The Hunger Games (The Hunger Games #1),29.85,Default,5,4,1505,1,0,38,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html
Outlander (Outlander #1),19.67,Default,5,4,1133,1,0,24,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html
Mockingjay (The Hunger Games #3),20.44,Default,4,4,1370,1,0,32,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,Default,3,4,980,1,0,55,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html
Confessions of a Shopaholic (Shopaholic #1),48.94,Default,2,4,1540,1,0,43,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html
Zero History (Blue Ant #3),34.77,Default,1,3,1803,1,0,26,https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html
World War Z: An Oral History of the Zombie War,21.8,Default,1,3,2518,1,0,46,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html
Wild: From Lost to Found on the Pacific Crest Trail,46.02,Default,3,3,1164,1,0,51,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html
"Where'd You Go, Bernadette",18.13,Default,1,3,1225,1,0,26,https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html
Twilight (Twilight #1),41.93,Default,2,3,950,1,0,22,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html
The Paris Wife,36.8,Default,3,3,2048,1,0,14,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html
The Maze Runner (The Maze Runner #1),20.93,Default,1,3,928,1,0,36,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html
The Lover's Dictionary,58.09,Default,2,3,1446,1,0,22,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html
The Goldfinch,43.58,Default,3,3,1414,1,0,13,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html
The Giver (The Giver Quartet #1),12.3,Default,1,3,1039,1,0,32,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,Default,2,3,1387,1,0,53,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html
The Demon-Haunted World: Science as a Candle in the Dark,52.25,Default,4,3,1359,1,0,56,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html
The Book Thief,53.49,Default,2,3,1140,1,0,14,https://books.toscrape.com/catalogue/the-book-thief_233/index.html
The Autobiography of Malcolm X,23.43,Default,2,3,1182,1,0,30,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html
Shopaholic & Baby (Shopaholic #5),46.45,Default,2,3,896,1,0,33,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,Default,1,3,2304,1,0,65,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html
Packing for Mars: The Curious Science of Life in the Void,56.68,Default,2,3,1424,1,0,57,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html
Orange Is the New Black,24.61,Default,2,3,1371,1,0,23,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html
One for the Money (Stephanie Plum #1),32.87,Default,2,3,356,1,0,37,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html
Morning Star (Red Rising #3),29.4,Default,1,3,1281,1,0,28,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html
Life After Life,26.13,Default,2,3,1100,1,0,15,https://books.toscrape.com/catalogue/life-after-life_187/index.html
"Lean In: Women, Work, and the Will to Lead",25.02,Default,1,3,1690,1,0,42,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,Default,3,3,1696,1,0,56,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
Gone Girl,37.6,Default,5,3,1133,1,0,9,https://books.toscrape.com/catalogue/gone-girl_162/index.html
Fellside,38.62,Default,1,3,832,1,0,8,https://books.toscrape.com/catalogue/fellside_155/index.html
Eclipse (Twilight #3),18.74,Default,1,3,1423,1,0,21,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html
Dracula,52.62,Default,3,3,1297,1,0,7,https://books.toscrape.com/catalogue/dracula_150/index.html
Dead Wake: The Last Crossing of the Lusitania,39.24,Default,5,3,2379,1,0,45,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,Default,1,3,1017,1,0,69,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html
Dark Places,23.9,Default,5,3,1214,1,0,11,https://books.toscrape.com/catalogue/dark-places_144/index.html
Breaking Dawn (Twilight #4),35.28,Default,5,3,1535,1,0,27,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
Beautiful Creatures (Caster Chronicles #1),21.55,Default,5,3,1061,1,0,42,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
A Visit from the Goon Squad,14.08,Default,5,3,778,1,0,27,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
The Zombie Room,19.69,Default,5,1,1482,1,0,15,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html
The Name of the Wind (The Kingkiller Chronicle #1),50.59,Default,3,1,1015,1,0,50,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html
Taking Shots (Assassins #1),18.88,Default,2,1,1344,1,0,27,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html
Shatter Me (Shatter Me #1),42.4,Default,1,1,1380,1,0,26,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html
Paradise Lost (Paradise #1),24.96,Default,1,1,1283,1,0,27,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html
On the Road (Duluoz Legend),32.36,Default,3,1,953,1,0,27,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html
Jane Eyre,38.43,Default,5,1,1052,1,0,9,https://books.toscrape.com/catalogue/jane-eyre_27/index.html
Frankenstein,38.0,Default,2,1,1561,1,0,12,https://books.toscrape.com/catalogue/frankenstein_20/index.html
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,Science Fiction,1,19,1747,1,0,53,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
Join,35.67,Science Fiction,5,16,1826,1,0,4,https://books.toscrape.com/catalogue/join_902/index.html
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,Science Fiction,4,15,1063,1,0,88,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
The Project,10.65,Science Fiction,1,15,1174,1,0,11,https://books.toscrape.com/catalogue/the-project_856/index.html
Soft Apocalypse,26.12,Science Fiction,2,15,1695,1,0,15,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
Sleeping Giants (Themis Files #1),48.74,Science Fiction,1,11,1745,1,0,33,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
Arena,21.36,Science Fiction,4,11,1406,1,0,5,https://books.toscrape.com/catalogue/arena_587/index.html
Foundation (Foundation (Publication Order) #1),32.42,Science Fiction,1,5,1188,1,0,46,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,Science Fiction,1,3,1455,1,0,79,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html
Ready Player One,19.07,Science Fiction,4,3,1054,1,0,16,https://books.toscrape.com/catalogue/ready-player-one_209/index.html
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,Science Fiction,2,3,1341,1,0,71,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
Dune (Dune #1),54.86,Science Fiction,1,3,1189,1,0,14,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,Science Fiction,1,3,1127,1,0,54,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
Three Wishes (River of Time: California #1),44.18,Science Fiction,2,1,1242,1,0,43,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html
The Last Girl (The Dominion Trilogy #1),36.26,Science Fiction,2,1,1529,1,0,39,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,Science Fiction,4,1,919,1,0,56,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
The Book of Basketball: The NBA According to The Sports Guy,44.84,Sports and Games,5,3,1912,1,0,59,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html
"Friday Night Lights: A Town, a Team, and a Dream",51.22,Sports and Games,3,3,1393,1,0,48,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
Sugar Rush (Offensive Line #2),24.42,Sports and Games,1,2,1496,1,0,30,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html
Settling the Score (The Summer Games #1),44.91,Sports and Games,2,1,1715,1,0,40,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html
Icing (Aces Hockey #2),40.44,Sports and Games,4,1,1606,1,0,22,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html
The Torch Is Passed: A Harding Family Story,19.09,Add a comment,1,16,4406,1,0,43,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,Add a comment,4,16,2779,1,0,150,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html
The Art Forger,40.76,Add a comment,3,16,1359,1,0,14,https://books.toscrape.com/catalogue/the-art-forger_930/index.html
On a Midnight Clear,14.07,Add a comment,3,16,1018,1,0,19,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,Add a comment,2,16,1177,1,0,69,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
"Shobu Samurai, Project Aryoku (#3)",29.06,Add a comment,3,15,1219,1,0,34,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
Modern Romance,28.26,Add a comment,5,15,2930,1,0,14,https://books.toscrape.com/catalogue/modern-romance_820/index.html
The White Queen (The Cousins' War #1),25.91,Add a comment,5,14,1764,1,0,37,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
The Song of Achilles,37.4,Add a comment,5,14,1049,1,0,20,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
The Immortal Life of Henrietta Lacks,40.67,Add a comment,2,14,1545,1,0,36,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The Dovekeepers,48.78,Add a comment,1,14,1483,1,0,15,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
More Than Music (Chasing the Dream #1),37.61,Add a comment,2,14,1074,1,0,38,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Code Name Verity (Code Name Verity #1),22.13,Add a comment,4,14,1108,1,0,38,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
Cell,20.29,Add a comment,4,14,1970,1,0,4,https://books.toscrape.com/catalogue/cell_674/index.html
Angels Walking (Angels Walking #1),34.2,Add a comment,2,14,1274,1,0,34,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,Add a comment,2,14,1247,1,0,80,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
A People's History of the United States,40.79,Add a comment,2,14,310,1,0,39,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
A Brush of Wings (Angels Walking #3),55.51,Add a comment,1,14,1683,1,0,36,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
Rook,37.86,Add a comment,4,13,1338,1,0,4,https://books.toscrape.com/catalogue/rook_647/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,Add a comment,1,12,1975,1,0,62,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,Add a comment,4,12,1487,1,0,73,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
The Children,11.88,Add a comment,3,12,1676,1,0,12,https://books.toscrape.com/catalogue/the-children_633/index.html
One with You (Crossfire #5),15.71,Add a comment,4,12,1413,1,0,27,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
Without Shame,48.27,Add a comment,5,9,1542,1,0,13,https://books.toscrape.com/catalogue/without-shame_580/index.html
Watchmen,58.05,Add a comment,4,9,923,1,0,8,https://books.toscrape.com/catalogue/watchmen_579/index.html
A Hero's Curse (The Unseen Chronicles #1),50.49,Add a comment,3,9,1214,1,0,41,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,Add a comment,2,9,1257,1,0,56,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html
The Glass Castle,16.24,Add a comment,1,7,1217,1,0,16,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html
The Drowning Girls,35.67,Add a comment,3,7,1731,1,0,18,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,Add a comment,5,7,8646,1,0,55,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
John Adams,57.43,Add a comment,4,7,4146,1,0,10,https://books.toscrape.com/catalogue/john-adams_472/index.html
Good in Bed (Cannie Shapiro #1),37.05,Add a comment,5,7,1195,1,0,31,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
The Joy of Cooking,43.27,Add a comment,4,6,4011,1,0,18,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
The Golden Compass (His Dark Materials #1),18.77,Add a comment,1,6,1474,1,0,42,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
The God Delusion,46.85,Add a comment,3,6,1352,1,0,16,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
Pride and Prejudice,19.27,Add a comment,4,6,823,1,0,19,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
Mere Christianity,48.51,Add a comment,3,6,1090,1,0,17,https://books.toscrape.com/catalogue/mere-christianity_435/index.html
Fun Home: A Family Tragicomic,56.59,Add a comment,4,6,854,1,0,29,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
The Raven King (The Raven Cycle #4),30.57,Add a comment,2,5,869,1,0,35,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
Find Her (Detective D.D. Warren #8),22.37,Add a comment,1,5,1597,1,0,35,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html
Evicted: Poverty and Profit in the American City,42.27,Add a comment,1,5,2532,1,0,48,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html
A Game of Thrones (A Song of Ice and Fire #1),46.42,Add a comment,2,5,964,1,0,45,https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html
A Clash of Kings (A Song of Ice and Fire #2),10.79,Add a comment,3,5,2425,1,0,44,https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html
The Tipping Point: How Little Things Can Make a Big Difference,10.02,Add a comment,2,3,1430,1,0,62,https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html
The Rest Is Noise: Listening to the Twentieth Century,34.77,Add a comment,1,3,2094,1,0,53,https://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html
The Purpose Driven Life: What on Earth Am I Here for?,37.19,Add a comment,3,3,1172,1,0,53,https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,Add a comment,3,3,1336,1,0,74,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,Add a comment,1,3,1265,1,0,61,https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,Add a comment,4,3,1004,1,0,60,https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html
The Complete Poems,41.32,Add a comment,5,3,1312,1,0,18,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html
The Catcher in the Rye,24.55,Add a comment,1,3,1345,1,0,22,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html
The Case for Christ (Cases for Christianity),47.84,Add a comment,1,3,262,1,0,44,https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html
The Blind Side: Evolution of a Game,53.71,Add a comment,5,3,981,1,0,35,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html
Seven Days in the Art World,52.33,Add a comment,2,3,1498,1,0,27,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html
Sarah's Key,46.29,Add a comment,1,3,1175,1,0,11,https://books.toscrape.com/catalogue/sarahs-key_217/index.html
Rogue Lawyer (Rogue Lawyer #1),50.11,Add a comment,3,3,1801,1,0,30,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html
Manuscript Found in Accra,34.98,Add a comment,2,3,2463,1,0,25,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,Add a comment,4,3,1415,1,0,46,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html
Cosmos,36.17,Add a comment,2,3,1412,1,0,6,https://books.toscrape.com/catalogue/cosmos_141/index.html
#GIRLBOSS,50.96,Add a comment,1,3,1480,1,0,9,https://books.toscrape.com/catalogue/girlboss_113/index.html
